feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target
92.64,54.01,32,51.762,76.1,101.2666667,62.14,72.7,528.8
356.4,53.99,20,63.875,281.2,289.5333333,62.14,266.6,621.4
57.78,53.91,32,64.514,42.3,40.9,62.14,40.1,541.6
64.1,53.9,50,72.478,40.9,43.03333333,62.14,40.8,598.4
29.04,53.9,34,69.113,18.8,21,62.14,19.4,570.4
79.54,53.88,40,65.843,54,62.86666667,62.14,54.1,544.4
32.42,53.88,38,37.361,32.8,29.03333333,62.14,32.2,402.8
31.82,53.87,38,56.573,27.9,29.7,62.14,23.7,432
32,53.87,24,51.784,25.1,22.83333333,62.14,25.6,508
22.62,53.85,34,49.306,23.6,20.73333333,62.14,24.4,317
34.5,53.84,38,30.087,39.2,30.66666667,62.14,40,318.8
33.64,53.82,18,66.603,29.1,33.83333333,62.14,27.1,461.8
33.66,53.8,70,35.172,34.7,41.4,62.14,33.5,380.8
35.86,53.8,68,28.235,48,57.4,62.14,44.1,306.2
20.48,53.79,84,41.05,19.1,16.1,62.14,18.7,389
37.66,53.79,68,38.929,40.8,40.9,62.14,42.4,375
70.46,53.79,62,31.792,92.2,88.66666667,62.14,94.9,292.8
52.7,53.78,50,31.25,66,57,62.14,63.4,430
54.26,53.78,42,26.959,73.1,65.06666667,62.14,72.2,357.6
83.18,53.77,78,46.111,65.5,55.63333333,62.14,65.1,480.6
63.06,53.76,68,47.083,56.1,55.96666667,62.14,53.2,410.6
31.3,53.75,12,29.271,59.9,105.2333333,62.14,62.9,246.4
3.74,53.75,10,18,4.9,6.9,62.14,5.1,308.4
5.5,53.75,78,35.972,8.7,18.46666667,62.14,10.3,316
35.22,53.75,62,19.309,51.5,60.33333333,62.14,46.8,346.8
32.64,53.75,26,15.054,59.8,111.8666667,62.14,65.9,275
10.5,53.74,18,33.75,17.1,41.9,62.14,16.5,330.6
48.3,53.74,76,34.25,64.2,108.0666667,62.14,59.9,331.2
13.82,53.74,64,41.25,15.1,30.86666667,62.14,14.8,351.8
45.68,53.73,76,33.125,51.1,81.7,62.14,50.4,318.2
22.3,53.73,62,35.694,26.8,45.63333333,62.14,25.9,301
53.02,53.73,60,37.202,57.2,108.3,62.14,55.2,364.2
34.04,53.73,52,26.385,45.6,92.53333333,62.14,46.3,360.4
8.14,53.73,46,37.75,10.8,21.56666667,62.14,9.6,354.8
28.58,53.72,74,34.13,42.8,69.63333333,62.14,39.9,301.2
29.22,53.72,64,35.511,34,63.63333333,62.14,34.6,318.2
3.82,53.71,72,33.75,4.2,6.933333333,62.14,3.7,315
35.9,53.71,42,31.52,40.6,74.86666667,62.14,40,305.6
0.4,53.67,32,38.75,0.5,0.5,62.14,0.5,900
72.36,53.65,8,54.284,76.7,44.2,62.14,71.4,1000.002
61.9,53.63,34,53.099,55.1,39.16666667,62.14,53.4,1000.002
63.32,53.62,46,79.367,41.1,36.4,62.14,34.5,1000.002
59.5,53.62,34,101.989,37.1,41.56666667,62.14,39.8,1000.002
63.82,53.61,30,86.001,48.2,31,62.14,44.7,1000.002
37.82,53.6,60,66.265,36.4,21.16666667,62.14,31.4,1000.002
51.32,55.73,26,41.518,44.9,39.36666667,62.13,41.4,183.6
53.1,54.15,74,54.224,41.5,35.2,62.13,40.1,539
49.9,54.14,60,29.375,58.6,37.96666667,62.13,55.9,418.4
33.54,54.13,58,31.2,41.3,29.1,62.13,40,388.6
41.18,54.12,66,42.454,36.1,35.76666667,62.13,33.9,367.6
26.48,54.11,68,45.234,21.1,26.63333333,62.13,22.8,384.4
44.16,54.1,50,37.75,47.7,36.13333333,62.13,42.4,383.4
128.18,54.1,30,38.75,136.3,111.9666667,62.13,126.7,346.6
25.34,54.09,72,52.405,19.1,21.33333333,62.13,20,440
29.68,54.09,62,36.484,32.7,30.9,62.13,31.7,379.2
90.36,54.08,66,56.015,71.6,67.9,62.13,76.4,534.4
72.6,54.08,66,32.469,80,75.23333333,62.13,79.6,413.8
94.46,54.07,42,38.167,88.2,73.66666667,62.13,76.8,517.4
73.04,54.06,50,101.248,47,50.83333333,62.13,48.4,857
554,54.04,14,66.288,417.9,501.2333333,62.13,407.2,679.4
80.78,53.92,28,63.303,66.9,63.5,62.13,67,606
63.62,53.9,42,68.268,44.7,47.2,62.13,46.9,560.6
22.84,53.89,50,71.472,16.2,16.2,62.13,15,540.2
46.8,53.89,44,33.43,66.4,46.06666667,62.13,54.6,369.2
33.48,53.89,38,64.218,24.3,26.2,62.13,23.4,550
28.82,53.89,34,24.25,53,25.63333333,62.13,45.6,343.4
66.66,53.88,56,35.667,75.2,67.53333333,62.13,72.2,381.4
52.24,53.88,56,36.417,60.2,56.06666667,62.13,56.3,408.6
36.16,53.88,50,30.25,44,44.73333333,62.13,45.4,313.8
53.1,53.88,48,33.036,70.2,50.63333333,62.13,70.8,367.8
53.26,53.87,14,46.563,64.2,45.56666667,62.13,67.7,324.8
26.64,53.87,32,30.227,36.8,51.13333333,62.13,29.5,594.2
37.96,53.87,30,24.929,47.6,58.86666667,62.13,45.5,317
45.84,53.86,56,34.856,53.1,73.23333333,62.13,50.9,285.6
44.64,53.86,38,31.534,44.8,38.3,62.13,41.7,648.8
0.9,53.85,66,52.949,1.1,1.133333333,62.13,1,700
38.56,53.84,50,40.724,41.4,32.03333333,62.13,38.5,462.8
47.9,53.84,34,51.182,41,40.8,62.13,39.9,498.4
67.62,53.84,20,53.812,72.9,52.8,62.13,63.6,470.8
48.7,53.82,52,59.397,34.6,36.26666667,62.13,35,498.8
61.64,53.81,30,37.604,53.6,42.26666667,62.13,53.1,560.2
40.44,53.78,60,37.454,52.2,39.86666667,62.13,46.3,372
49.74,53.78,42,43.039,57.3,50.5,62.13,49.4,337
56.26,53.78,38,47.208,56.7,44.46666667,62.13,59.6,347
50.24,53.77,104,80.784,35.6,32.6,62.13,36.5,640.6
98.86,53.76,74,41.071,85.1,72.13333333,62.13,78.8,622.6
8.22,53.75,52,17.019,11.4,14.93333333,62.13,9.5,700
13.94,53.75,36,26.635,25.5,27.06666667,62.13,22.1,325
55.64,53.75,24,9.71,107.7,65.6,62.13,79.5,205
48.22,53.74,104,34.15,52.6,72.16666667,62.13,52.1,345
46.76,53.74,62,26.734,65.2,109.6333333,62.13,63.1,317
45.28,53.73,90,34.193,50.2,65.66666667,62.13,49.9,354
63.34,53.72,78,35.902,66.9,92.96666667,62.13,61.9,331.8
44.32,53.72,74,38.421,49.7,81.5,62.13,50.6,348
67.94,53.71,32,49.148,68.6,64.13333333,62.13,62.1,311
21.74,53.71,26,35.326,34,27.23333333,62.13,34.2,525
64.32,53.7,34,49.153,60.7,63.86666667,62.13,61.8,532.8
46.74,53.69,8,37.174,76.8,32.76666667,62.13,65.5,550
70.42,53.64,52,102.849,45.5,44.53333333,62.13,45.1,1000.002
123.26,53.63,18,108.289,100.4,63.73333333,62.13,90.3,1000.002
25.32,53.62,16,98.02,21,12.5,62.13,18.3,1000.002
44.18,53.62,30,150.001,27.5,24.5,62.13,27.4,1000.002
45.34,53.61,50,77.9,35.9,28.86666667,62.13,34.8,1000.002
31.96,53.6,70,51.155,39.8,26.06666667,62.13,41.1,1000
68.3,53.6,68,44.98,77.9,42.5,62.13,71.8,965.8
62.4,53.6,66,52.949,60.2,38.5,62.13,55.3,1000.002
64.24,53.6,40,66.155,57.2,35.46666667,62.13,52.6,1000.002
49.98,53.59,88,66.544,39.6,30.33333333,62.13,37.4,1000.002
35.28,54.14,64,38.75,36.5,30.8,62.12,32.9,373.4
46.16,54.14,46,75.112,32.2,33.36666667,62.12,31.7,711
74.26,54.13,66,40.023,71.8,70.2,62.12,72,371
40.58,54.12,72,41.836,35.1,44.23333333,62.12,36.4,328.6
31.48,54.12,70,40.938,27.6,36.26666667,62.12,28.9,330.6
18.24,54.12,68,40.417,16.5,17.4,62.12,15,356
29.7,54.12,66,51.708,27.4,33.53333333,62.12,25.8,317
58.46,54.11,36,32.383,67,58.36666667,62.12,65.6,314
67.14,54.1,64,42.685,62.1,56.53333333,62.12,60.4,433.2
68.32,54.09,58,35.109,79,74.1,62.12,72.8,372
122.64,54.08,60,27.763,153.8,104.9,62.12,144.9,375.6
133.78,54.06,46,59.254,112.4,102.7,62.12,104.7,982.4
135.12,54.01,32,47.589,133.2,147.6333333,62.12,129.9,356.4
109.18,54,42,36.308,108.6,113.1333333,62.12,108.7,384.2
381.18,53.96,32,55.469,307.9,366.2666667,62.12,306.1,530.4
122,53.93,34,76.486,86.1,92.36666667,62.12,86.6,613.4
63.6,53.9,42,65.945,43.4,47.1,62.12,39.1,554.6
71.66,53.89,38,30.214,91.1,76.66666667,62.12,87.1,436.8
32.32,53.89,36,36.435,53.2,28.86666667,62.12,49.6,238.2
64.36,53.89,34,36.946,92.3,56.7,62.12,82.4,531
19.18,53.89,32,45,17.6,11.76666667,62.12,18.5,346.6
38.38,53.87,70,56.409,34.9,43.4,62.12,34.5,381.8
78.48,53.85,52,37.772,78.1,77.73333333,62.12,72.5,447.8
24.68,53.85,50,23.173,35.1,16.9,62.12,28.5,450
22.1,53.85,44,31.667,24.1,32.36666667,62.12,24.9,227.8
54.1,53.85,36,27.759,71.3,90.86666667,62.12,67.4,400
28.2,53.84,68,61.168,21.4,27.9,62.12,24,427.8
30.52,53.84,66,51.782,23.7,30.2,62.12,24.5,450
66.02,53.84,62,37.303,71.2,51.06666667,62.12,68.2,447.6
35.7,53.83,50,68.407,24.8,25,62.12,25.1,533.4
35.66,53.82,52,60.488,29.8,34.93333333,62.12,30.6,464
44.94,53.82,34,38.631,70.5,46.06666667,62.12,61.8,450
62.82,53.78,52,33.472,67,52.4,62.12,72.4,474.8
36.26,53.78,52,35.972,42.1,41.16666667,62.12,34.3,375
50.98,53.77,62,69.737,35.5,34.8,62.12,36.2,577.6
59.76,53.76,74,34.345,67.7,78.46666667,62.12,66.6,471
26.88,53.75,100,45.125,22.8,24.9,62.12,23.4,390.8
60.08,53.75,68,28.342,67.3,182.5666667,62.12,64,374.4
36.46,53.75,20,15.026,59,72.53333333,62.12,54.8,303.6
22.4,53.74,62,28.077,29.6,57.26666667,62.12,26.8,280.6
14.4,53.74,58,31.964,17.4,34.83333333,62.12,18.1,303.8
35.98,53.74,50,30.083,55.7,113.8666667,62.12,53.8,327
45.22,53.74,38,25.224,64.2,118.1666667,62.12,63.5,297
28.88,53.74,32,31.691,44.6,77.63333333,62.12,44.1,318.8
49.42,53.73,72,37.5,49.8,86.46666667,62.12,47.5,341
45.82,53.73,66,32.037,59.4,107.7333333,62.12,58.9,327
31.92,53.71,54,41,29.7,56.76666667,62.12,28.9,369.8
34.76,53.71,40,31.742,50.9,46.76666667,62.12,41.1,490
10.68,53.7,48,53.254,8.8,8.3,62.12,7.4,481
42.7,53.7,36,54.836,37.3,48.8,62.12,40.5,451.6
102.44,53.7,34,34.835,154.4,98.86666667,62.12,133.9,233.4
30.1,53.7,32,38.029,35.8,27.83333333,62.12,33.9,410.8
106.6,53.69,40,52.138,97.6,91.13333333,62.12,100,466.2
120.34,53.66,52,35.426,124.4,89.1,62.12,113.5,590.8
97.58,53.65,48,59.055,75.6,59.23333333,62.12,75.4,954.6
72.3,53.64,32,85.574,57,40.3,62.12,55.9,784.4
191.3,53.63,42,47.024,228.9,105.4,62.12,183.1,690.8
109.76,53.6,62,88.742,105.5,64.6,62.12,96.4,1000.002
45.56,53.55,54,101.275,31.6,25.73333333,62.12,30.4,1000.002
92.88,54.14,30,33.654,96.7,95.16666667,62.11,86.7,444.2
43.18,54.13,68,41.995,38.6,48.1,62.11,38.5,294.8
31.32,54.12,70,40.5,32.1,46.53333333,62.11,31.7,282.6
29.4,54.12,70,49.239,24.1,29.5,62.11,24.6,337.6
28.94,54.12,70,39.934,27.2,40.8,62.11,26.8,283.8
16.12,54.11,72,45.221,14.7,14.86666667,62.11,15.3,302.6
48.68,54.11,54,36.875,53.5,54.1,62.11,49.8,280.4
63.7,54.1,70,38.304,54.4,61.93333333,62.11,56.4,351.8
40.96,54.1,68,31.25,41.1,48.53333333,62.11,41.6,337.2
66.82,54.1,54,29.437,72.8,58.73333333,62.11,67.9,360.8
36.26,54.09,74,34.453,39.4,36.66666667,62.11,37.5,353.4
21.1,54.09,74,24.167,28,17.93333333,62.11,20.6,362.6
36.22,54.09,72,55.629,32,33.5,62.11,33.2,376.6
24.1,54.09,70,23.971,33,19.43333333,62.11,31.9,377.8
34.22,54.08,70,35,33.5,27.5,62.11,35.6,431.2
42.3,54.08,50,31.949,48.9,36.9,62.11,47.7,414.8
16.68,54.07,70,45.179,13.7,13.06666667,62.11,12.3,437.6
28.78,54.07,70,39.808,26.1,26.8,62.11,27.1,377.2
47.48,54.07,64,38.837,45,52.66666667,62.11,42.7,400.6
90.7,54.01,46,36.275,95.5,129.3666667,62.11,93,308.2
65.44,53.99,44,40.324,61.8,59.46666667,62.11,59.1,422.6
61.76,53.98,10,25.125,71.1,47.16666667,62.11,64.1,369
66.98,53.94,40,47.216,68.5,60.73333333,62.11,67.5,454
42.4,53.92,16,34.954,54.4,42.7,62.11,47,319
58.72,53.92,34,54.617,55.5,46.03333333,62.11,53.5,380.6
31.24,53.92,28,23.935,37.3,20.3,62.11,32.8,250
30.66,53.9,46,78.98,22.6,23.1,62.11,23,516.4
28.52,53.9,32,65.284,21.6,21.73333333,62.11,22.6,577.4
33.42,53.89,34,131.107,19.2,22.6,62.11,20.6,935.2
31.64,53.88,66,53.836,25.6,25.7,62.11,24,459.2
41.82,53.88,54,57.519,33.6,34.56666667,62.11,33.2,486.8
33.1,53.88,30,19.127,62.6,51.63333333,62.11,58.2,350
22.66,53.87,64,33.594,21.6,23.1,62.11,22.8,404.2
29.84,53.87,50,30.893,43.9,25.16666667,62.11,38.9,376.4
27.9,53.86,56,33.008,39.8,40.66666667,62.11,36.2,387.6
31.66,53.85,26,32.303,47.4,55.73333333,62.11,43.2,402.6
66.3,53.84,70,35.521,74.4,80.83333333,62.11,68.7,365.6
31.74,53.84,66,28.021,37.4,38.63333333,62.11,33.1,390.2
59.68,53.83,70,56.276,44.6,47.83333333,62.11,45.5,401.6
25.36,53.82,48,50.605,21,23.33333333,62.11,22.4,432.4
31.82,53.82,42,48.906,29.8,30.13333333,62.11,29.7,358.2
63.94,53.82,36,36.761,80.9,63.13333333,62.11,72.6,281
1.02,53.8,76,60.224,1.2,1.366666667,62.11,1,375
127.04,53.78,32,28.835,174.7,169.5,62.11,164.9,387.6
35.98,53.77,70,39.219,34.3,41.3,62.11,36.8,379.2
53.12,53.76,72,38.056,57.2,79,62.11,57.1,354.4
55.06,53.75,68,31.713,65.4,103.9,62.11,63.1,340.2
24.1,53.75,62,40.231,28,49.2,62.11,30.1,278.4
35.18,53.74,68,32.292,35.3,69.43333333,62.11,33,321.2
12.38,53.74,66,46.875,13.9,40.56666667,62.11,14.6,308.8
13.2,53.74,64,37.5,14.5,31.96666667,62.11,11.3,318
31.24,53.74,64,29.167,36.5,71.5,62.11,34.7,316.8
86.86,53.72,50,46.5,84.7,129.0666667,62.11,85,395.6
46.1,53.72,46,36.618,53.8,83.1,62.11,50.2,367
87.3,53.71,48,45.814,80.4,88.76666667,62.11,75.3,466.6
28.44,53.71,46,47.422,26,36.4,62.11,26.3,404.8
31.82,53.71,32,62.452,22.5,30.86666667,62.11,23.9,532.6
37.14,53.7,26,32.386,57.2,27.93333333,62.11,52.5,258.4
105.56,53.68,16,33.409,157.5,79.63333333,62.11,137.1,362.6
58.1,53.68,52,50.853,50.4,48.4,62.11,49.1,520.6
71.9,53.66,66,41.372,78.5,54.03333333,62.11,73.2,530.4
54.72,53.66,64,55.422,55,42.63333333,62.11,53.4,506.2
20.32,53.62,48,30.625,23.8,15.5,62.11,23.6,187.6
42.52,53.61,88,51.923,42.3,24.83333333,62.11,33.2,1000.002
26.02,53.61,84,50,28,17.96666667,62.11,24.9,1000.002
48.26,53.61,32,63.017,55.9,21.86666667,62.11,42.3,700
45.18,54.14,70,33.043,50.5,52.03333333,62.1,50.9,311
44.8,54.14,58,38.365,45.7,39.56666667,62.1,40.7,368.4
22.52,54.13,10,15,31.6,27.3,62.1,31.1,279.6
32.8,54.13,64,26.292,39.1,43.73333333,62.1,35.8,272.2
61.52,54.13,50,26.619,85.6,95.6,62.1,75.2,235.2
19.14,54.12,70,33.322,19.4,26.8,62.1,22.1,302.8
35.76,54.12,66,26.629,45.6,59.56666667,62.1,36.1,248.2
31.1,54.12,66,40.529,36.1,52.36666667,62.1,38.6,276.4
25.72,54.11,74,42.019,25.5,34.9,62.1,24.9,280.2
54.78,54.1,70,45.655,47.5,49.36666667,62.1,48.3,353.2
60.14,54.1,62,37.083,65.3,58.86666667,62.1,61.6,332
31.24,54.09,68,41.25,27.2,27.5,62.1,26.6,441.6
109.64,54.08,64,32.943,125.1,114.2,62.1,111.7,408.8
41.36,54.08,64,52.12,35.6,32.53333333,62.1,37,402.4
32.92,54.07,70,30.55,29.4,35.2,62.1,28,344
26.26,54.06,70,75,19.4,19.96666667,62.1,20.9,574.4
59.12,54.06,68,53.664,46.9,49.6,62.1,46.4,536.6
34.02,54.06,66,54.469,29,27.7,62.1,27.5,549.4
12.58,54.05,66,76.286,7.6,8.433333333,62.1,7.5,660.8
239.78,54.04,30,45.554,218.5,221.7333333,62.1,208.1,556.6
281.16,54.02,30,50.704,248.6,299.9,62.1,249.7,452.4
47.66,54.01,54,39.702,47.2,69.3,62.1,49.4,282.8
161.52,53.99,36,34.43,178.9,177.5,62.1,170.7,343.8
197.86,53.98,40,32.53,228.3,240.9333333,62.1,215.9,373.4
147.06,53.97,46,54.155,125.5,133.8,62.1,112.4,426.4
86.5,53.93,24,33.173,119.1,63.23333333,62.1,108,494.8
13.96,53.92,54,59.177,11.6,13.03333333,62.1,12.6,535.2
83.62,53.91,66,43.103,80.4,68.3,62.1,83.4,403.2
57.7,53.91,52,49.524,47.6,40.9,62.1,43.9,453.2
43.52,53.9,38,49.743,41.4,33.4,62.1,40.2,387
41.24,53.88,70,52.897,35.3,33.03333333,62.1,35.7,460.8
27.92,53.88,68,46.75,24.5,22.03333333,62.1,26.1,430.8
53.92,53.88,56,90.055,34.6,31.56666667,62.1,35.6,750.8
46.3,53.87,56,29.861,53.8,45.33333333,62.1,50.4,437.2
35.12,53.85,70,36,32.8,34.2,62.1,33.2,387
68.26,53.85,62,43.25,76.4,77.53333333,62.1,72.8,374.2
40.86,53.84,62,35.329,46.8,50.8,62.1,45.4,374.8
61.3,53.83,66,38.456,61.1,73.46666667,62.1,60.6,423.6
49.18,53.83,46,28.072,68.9,90.66666667,62.1,59.8,329.4
23.74,53.82,64,24.931,30.2,33.43333333,62.1,27.5,333.8
43.52,53.8,54,43.75,44.2,48,62.1,41.8,425
27.36,53.8,46,30.789,39.7,64.66666667,62.1,35.8,700
59.28,53.8,44,24.833,82.9,87.96666667,62.1,77.1,315
26.84,53.8,42,29.231,32.6,24.93333333,62.1,33.5,90
40.04,53.77,70,39.613,37.8,57.53333333,62.1,38.7,364.6
53.56,53.76,52,36.953,70.2,108.7333333,62.1,68.5,353.6
37.86,53.75,64,37.143,43.1,74.83333333,62.1,42.6,326
26.92,53.75,56,34.25,29.1,52.5,62.1,27.8,319
16.16,53.74,50,47.679,16.3,35.53333333,62.1,18.9,346.2
58.64,53.74,48,27.535,95.5,183.8666667,62.1,91.1,222
28.7,53.74,48,30.833,49.4,105.7,62.1,50.4,303.4
31.32,53.74,38,22.105,37.9,34.4,62.1,33,360.8
37.68,53.74,36,23.783,44.2,63.83333333,62.1,44.2,333.4
58.6,53.73,64,37.147,83.3,170.5333333,62.1,85.4,328.2
14.92,53.73,60,41,17.2,34.93333333,62.1,16.3,332.8
26.48,53.73,52,39.659,31.4,60.13333333,62.1,31.1,357
8.86,53.72,72,36.875,11.7,19.23333333,62.1,11.5,275
52.26,53.72,66,43.899,56.2,105,62.1,54.3,361.4
84.16,53.71,32,61.966,63,86.4,62.1,66.2,521
38.34,53.71,32,62.488,31.7,44.13333333,62.1,35.1,504
10.78,53.71,30,63.427,7.1,9.566666667,62.1,6.6,610.4
45.78,53.7,30,45.757,68.6,32.73333333,62.1,63.4,325
93.9,53.7,24,46.483,111,71.76666667,62.1,98.9,381.6
198.94,53.69,26,54.22,167.5,135.7,62.1,158.2,633.2
141.2,53.68,50,48.359,115.9,130.1,62.1,113.9,498.4
50.14,53.67,52,61.601,39.3,44.43333333,62.1,39.2,532.2
12.78,53.67,50,66.833,9.8,10.36666667,62.1,9.3,551.8
9.12,53.66,8,66.369,9.1,20.76666667,62.1,8.4,385.2
71.36,53.66,44,31.667,93.8,65.06666667,62.1,93.8,322
32.84,53.66,26,36.042,42.3,28.03333333,62.1,36.8,452
32.68,53.65,60,34.125,37.3,25.7,62.1,36.4,568.2
40.86,53.65,56,52.549,43,36.93333333,62.1,45.2,523.6
89.92,53.65,48,46.808,87.7,64.26666667,62.1,85.5,491
40.34,53.64,72,50.532,35.7,28.33333333,62.1,34.8,621.8
49.32,53.64,56,39.375,50.7,36.03333333,62.1,46.5,679.6
71.12,53.63,64,61.426,52.1,46.03333333,62.1,53.7,901.4
47.4,53.63,56,71.148,35.2,27.73333333,62.1,34.7,1000.002
89.72,53.63,52,101.454,55.4,53.26666667,62.1,54.9,1000.002
32.64,53.63,52,32.125,37.6,19.93333333,62.1,37.5,910
29.38,53.61,88,34.937,31.2,16.9,62.1,26.6,1000.002
30.42,53.61,82,40.764,32.8,17.56666667,62.1,27.5,1000.002
57.94,53.61,38,131.738,41.3,28.66666667,62.1,36.7,1000.002
44.5,54.14,84,22.442,48.5,51.46666667,62.09,46.4,333.4
30.8,54.13,68,22.132,32.8,34.56666667,62.09,31.7,277
53.46,54.12,82,37.846,57.8,75.3,62.09,59.2,291
27.82,54.12,66,41.944,30.9,34.6,62.09,29.8,299
63.16,54.11,40,35.25,68.4,79.86666667,62.09,71.3,306
54.92,54.1,70,42.5,47.8,59.3,62.09,50.1,333.4
73.88,54.1,56,32.813,72.2,66.63333333,62.09,71.8,362.2
28.86,54.08,70,35.795,26.6,28.7,62.09,26.2,373.8
46.5,54.08,66,36.625,45.2,39,62.09,44.5,434.2
27.8,54.07,72,50.897,27,29.56666667,62.09,26.6,378
58.76,54.07,66,45.594,56.1,50.63333333,62.09,54.9,408.4
65,54.06,58,51.12,52.1,46.06666667,62.09,51.3,436.6
63.78,54.05,70,50.758,52.7,57.56666667,62.09,50,422.2
174.98,54.04,30,46.324,176.1,175.9333333,62.09,169.1,337.6
125.38,54.02,44,38.201,127.9,186.2333333,62.09,125.1,272.4
119.46,54.02,34,32.799,138.4,144.9666667,62.09,122.9,398.6
51.56,53.93,42,62.452,36.3,40.23333333,62.09,35,583.4
7.6,53.92,42,47.222,9.1,13.26666667,62.09,7,416.6
35.26,53.91,68,50.096,30.3,29.8,62.09,29.7,443.4
30.6,53.91,64,41.25,30.1,22.2,62.09,27.6,460.4
43.62,53.91,54,36.106,50.1,51.83333333,62.09,48.8,392.8
44.98,53.91,48,49.766,37.9,33.83333333,62.09,38.5,534.2
16.58,53.9,54,93.125,11.4,12.76666667,62.09,13.3,587
32.62,53.89,60,78.75,21.2,17.43333333,62.09,21.6,703.8
40.62,53.87,104,29.076,50.6,39.7,62.09,46.3,354.6
45.92,53.86,52,24.732,57,47.16666667,62.09,52.7,331.6
18.64,53.85,70,27.014,25.8,38.23333333,62.09,26.7,313.4
23.56,53.85,44,30.25,28.9,28.83333333,62.09,29.4,360
24.88,53.84,70,29.583,32.4,53.43333333,62.09,32.2,350.8
31.4,53.84,58,26.563,48.2,61.63333333,62.09,43,325
23.2,53.83,18,11.19,36.8,24.5,62.09,32.5,350
10.08,53.83,94,36.607,11.3,12.5,62.09,10.9,321.2
37.1,53.83,64,25.509,52.7,85.6,62.09,50.4,341.6
23.62,53.81,36,25.625,35.3,26.03333333,62.09,34,306.2
88.34,53.79,44,42.5,105.4,91.96666667,62.09,98.3,340.6
54.58,53.78,66,40.362,54.9,74.1,62.09,53.5,355.8
85.94,53.78,52,30.45,103.7,119.8666667,62.09,96.7,368
111.12,53.77,52,30.902,139.8,151.5,62.09,133.3,380.8
150.62,53.76,44,38.506,156.9,175.1333333,62.09,152.3,334.8
88.26,53.76,40,28.594,118.9,160.6,62.09,106.3,430.2
46.92,53.75,16,30.635,67.9,128.0666667,62.09,67.4,320
85.46,53.74,50,29.926,96.5,98.2,62.09,92.2,366.4
14.3,53.74,30,33.846,21.4,46.46666667,62.09,24.4,325
48.26,53.73,52,47.639,51.2,95.56666667,62.09,50.9,359.8
48.72,53.72,64,45.607,50.4,94.63333333,62.09,51.6,364.2
62.26,53.71,32,36.505,78.3,57.3,62.09,71.5,291.4
54.08,53.69,60,52.815,42.6,42.96666667,62.09,42.3,459
61.16,53.67,64,44.625,56.2,49.16666667,62.09,56.9,507
159.22,53.67,32,35.12,227.6,167.1333333,62.09,211.6,436.8
34.16,53.66,42,32.25,50.5,36.63333333,62.09,43.4,387.6
29.88,53.65,48,21.074,49.4,27.13333333,62.09,45.9,362.6
31.78,53.65,38,41.029,42.1,37.26666667,62.09,39.4,426.8
51.96,53.65,28,40.417,75.9,52.8,62.09,70.3,361.8
39.16,53.64,80,36.406,33.3,29.2,62.09,36.4,652.2
44.44,53.64,76,28.553,54.2,35.56666667,62.09,51.2,615.2
39.96,53.64,74,39.306,47.2,34.33333333,62.09,43.6,536.8
33.04,53.64,58,48.098,31,27.73333333,62.09,32.6,650.8
38.02,53.63,64,27.264,40,31.53333333,62.09,41.8,622.2
22.44,53.63,64,35.388,23.3,18.56666667,62.09,22.3,814
41.42,53.63,60,49.125,41.2,36.03333333,62.09,41.2,671.4
68.84,53.63,40,31.985,152.6,47.56666667,62.09,97.7,212.6
48.52,53.62,70,92.175,35.9,31.23333333,62.09,38.7,1000.002
39.94,53.62,64,44.063,42.7,31.46666667,62.09,42.6,1000.002
55.8,53.61,80,48,53.1,31.73333333,62.09,42.4,1000.002
24.64,53.61,76,110.75,17.8,13.66666667,62.09,17.1,1000.002
61.64,53.61,72,112.16,45.5,25.7,62.09,36.5,1000.002
35.94,53.61,54,59.196,34.3,14.5,62.09,20.3,1000.002
13.62,54.59,14,27.396,12.5,16.16666667,62.08,10.4,251.2
35.24,54.13,84,28.643,39.8,50.86666667,62.08,36.5,265.2
56.76,54.11,48,32.202,69.5,71.7,62.08,64.5,252.4
59.88,54.1,70,40.052,60.3,64.43333333,62.08,56.1,321.4
38.42,54.1,66,43.75,39.7,49.73333333,62.08,39.3,301
36.2,54.09,70,50.123,31.8,38.8,62.08,33.2,331.4
29.58,54.08,72,42.986,25.1,24.7,62.08,24.5,379.2
25.7,54.08,72,38.705,22.8,22.63333333,62.08,23.1,383.8
42.16,54.08,70,41.312,40.8,41.9,62.08,41.4,370.4
37.94,54.08,70,57.039,31.1,32.16666667,62.08,32.3,398.8
37.2,54.08,70,35.536,32.3,33.7,62.08,30.5,414
3.5,54.07,76,97.066,2.2,4.3,62.08,2,365
21.14,54.07,72,47.708,20.7,21.93333333,62.08,20.7,383.4
33.98,54.07,58,32.122,39.9,35.06666667,62.08,41.1,391
57.88,54.06,70,51.84,46.7,47.33333333,62.08,47.9,449.8
56.38,54.06,68,35.547,60.9,57.26666667,62.08,55.8,395.2
44.82,54.05,72,46.587,41.9,58.1,62.08,44.8,323.8
29.38,54.03,70,39.219,30.6,42.83333333,62.08,30.8,319
36.38,54.03,64,39.75,37.5,57.6,62.08,37.5,324.8
61.1,54.01,70,33.75,63.4,124.6,62.08,61.5,254.4
2.32,54,72,38.125,3,6.433333333,62.08,3.5,272.6
328.28,53.98,20,61.552,291.9,296.9,62.08,271.4,725
50.12,53.94,60,47.813,39.4,41.83333333,62.08,42.1,396.4
